Gene	SeqId	Protein..short.name.	UniProt	Ensembl.Gene.ID	Chr	Start	End
CTCF	14624_51	CTCF	P49711	ENSG00000102974	16	67562406	67639183
CTF1	2889_37	Cardiotrophin-1	Q16619	ENSG00000150281	16	30896606	30903560
CTGF	2975_19	CTGF	P29279	ENSG00000118523	6	131948175	131951373
CTHRC1	15467_10	CTHR1	Q96CG8	ENSG00000164932	8	103371514	103382997
CTLA4	3022_4	CTLA-4	P16410	ENSG00000163599	2	203867785	203873960
CTNNA2	9872_23	CTNA2	P26232	ENSG00000066032	2	79185230	80648861
CTNNB1	9842_2	b-Catenin	P35222	ENSG00000168036	3	41194836	41260096
CTNNB1	8424_269	b-Catenin	P35222	ENSG00000168036	3	41194836	41260096
CTRB1	5671_1	Chymotrypsin	P17538	ENSG00000168925	16	75218999	75224924
CTRB2	5648_28	CTRB2	Q6GPI1	ENSG00000168928	16	75204095	75207185
CTRC	5626_20	CTRC	Q99895	ENSG00000162438	1	15438438	15449242
CTRL	9229_9	CTRL	P40313	ENSG00000141086	16	67927639	67932414
CTSA	3179_51	Cathepsin A	P10619	ENSG00000064601	20	45890143	45898820
CTSB	8007_19	Cathepsin B	P07858	ENSG00000164733	8	11842523	11869448
CTSC	3178_5	CATC	P53634	ENSG00000109861	11	88293591	88337787
CTSD	5508_62	Cathepsin D	P07339	ENSG00000117984	11	1752751	1764573
CTSE	15376_134	CATE	P14091	ENSG00000196188	1	206009263	206023909
CTSF	9212_22	CATF	Q9UBX1	ENSG00000174080	11	66563462	66568841
CTSG	2431_17	Cathepsin G	P08311	ENSG00000100448	14	24573521	24576260
CTSH	8465_52	Cathepsin H	P09668	ENSG00000103811	15	78921057	78949574
CTSK	9443_137	cathepsin K	P43235	ENSG00000143387	1	150796207	150808323
CTSO	9264_11	CATO	P43234	ENSG00000151792	4	155924117	155953917
CTSS	3181_50	Cathepsin S	P25774	ENSG00000163131	1	150730195	150765957
CTSV	3364_76	Cathepsin V	O60911	ENSG00000136943	9	97029678	97039643
CTSZ	4971_1	CATZ	Q9UBR2	ENSG00000101160	20	58995184	59007247
CUBN	12904_180	cubilin	O60494	ENSG00000107611	10	16823963	17129831
CUL1	17797_1	CUL1	Q13616	ENSG00000055130	7	148697913	148801036
CUL3	10045_47	CUL3	Q13618	ENSG00000036257	2	224470149	224585397
CUL4B	13743_56	CUL4B	Q13620	ENSG00000158290	X	120505920	120604074
CUL9	12991_49	CUL9	Q8IWT3	ENSG00000112659	6	43182174	43224587
CUTC	15315_64	CUTC	Q9NTM9	ENSG00000119929	10	99702557	99756134
CUZD1	7943_16	CUZD1	Q86UP6	ENSG00000138161	10	122832148	122850793
CX3CL1	2827_23	Fractalkine/CX3CL-1	P78423	ENSG00000006210	16	57372457	57385048
CXADR	11204_80	CXAR	P78310	ENSG00000154639	21	17512381	17593579
CXCL1	2985_35	Gro-a	P09341	ENSG00000163739	4	73869392	73871242
CXCL10	4141_79	IP-10	P02778	ENSG00000169245	4	76021116	76023497
CXCL11	3038_9	I-TAC	O14625	ENSG00000169248	4	76033681	76041415
CXCL12	3516_60	SDF-1	P48061	ENSG00000107562	10	44370164	44386493
CXCL12	9278_9	SDF-1	P48061	ENSG00000107562	10	44370164	44386493
CXCL13	3487_32	BLC	O43927	ENSG00000156234	4	77511752	77611834
CXCL14	5730_60	BRAK	O95715	ENSG00000145824	5	135570678	135579279
CXCL16	2436_49	"CXCL16, soluble"	Q9H2A7	ENSG00000161921	17	4733525	4739922
CXCL17	9495_10	VCC1	Q6UXB2	ENSG00000189377	19	42428287	42443048
CXCL3|CXCL2	3148_49	Gro-b/g	P19876|P19875	ENSG00000081041	4	74097040	74099196
CXCL5	2979_8	ENA-78	P42830	ENSG00000163735	4	73995641	73998779
CXCL6	3495_15	GCP-2	P80162	ENSG00000124875	4	73836496	73849064
CXCL8	3447_64	IL-8	P10145	ENSG00000169429	4	73740519	73743716
CXCL9	9188_119	MIG	Q07325	ENSG00000138755	4	76001274	76007488
CXCL9	11593_21	MIG	Q07325	ENSG00000138755	4	76001274	76007488
CYB561D1	13377_3	C56D1	Q8N8Q1	ENSG00000174151	1	109494051	109502932
CYB5A	11287_14	Cytochrome b5	P00167	ENSG00000166347	18	74250846	74292016
CYB5D2	10924_258	NEUFC	Q8WUJ1	ENSG00000167740	17	4143167	4187310
CYB5R1	18255_6	NB5R1	Q9UHQ9	ENSG00000159348	1	202961868	202967280
CYB5R2	19143_38	NB5R2	Q6BCY4	ENSG00000166394	11	7665099	7677222
CYB5R3	7215_18	NADH-cytochrome b5 reductase	P00387	ENSG00000100243	22	42617839	42649568
CYCS	2942_50	Cytochrome c	P99999	ENSG00000172115	7	25120090	25125361
CYGB	11546_7	CYGB	Q8WWM9	ENSG00000161544	17	76527355	76551175
CYP3A4	2943_5	Cytochrome P450 3A4	P08684	ENSG00000160868	7	99756959	99784265
CYP3A4	7879_12	Cytochrome P450 3A4	P08684	ENSG00000160868	7	99756959	99784265
CYR61	6264_9	CYR61	O00622	ENSG00000142871	1	85580760	85583962
CYTH2	12533_135	CYH2	Q99418	ENSG00000105443	19	48469031	48482314
CYTH4	12746_4	CYH4	Q9UIA0	ENSG00000100055	22	37282026	37315345
CYTIP	13612_7	CYTIP	O60759	ENSG00000115165	2	157414618	157488961
CYTL1	8402_22	CYTL1	Q9NRR1	ENSG00000170891	4	5014585	5019472
DAG1	8369_102	DAG1	Q14118	ENSG00000173402	3	49468702	49535618
DAO	19120_33	OXDA	P14920	ENSG00000110887	12	108858931	108901043
DAP	19141_22	DAP1	P51397	ENSG00000112977	5	10679229	10761272
DAPK1	13955_33	DAPK1	P53355	ENSG00000196730	9	87497227	87708633
DAPK2	4355_13	DAPK2	Q9UIK4	ENSG00000035664	15	63907035	64072033
DAPP1	11615_16	DAPP1	Q9UN19	ENSG00000070190	4	99816832	99870154
DARS	12675_14	SYDC	P14868	ENSG00000115866	2	135906676	135986100
DARS2	12395_86	SYDM	Q6PI48	ENSG00000117593	1	173824502	173858546
DBI	16919_1	ACBP	P07108	ENSG00000155368	2	119366920	119372560
DBNL	4978_54	DBNL	Q9UJU6	ENSG00000136279	7	44044639	44069456
DCAF5	11283_13	DCAF5	Q96JK2	ENSG00000139990	14	69050880	69153150
DCBLD1	9402_18	DCBD1	Q8N8Z6	ENSG00000164465	6	117453816	117569858
DCI	19367_34	D3D2	P42126	ENSG00000167969	16	2239402	2252300
DCK	9836_20	DCK	P27707	ENSG00000156136	4	70992537	71030914
DCLK1	17156_72	DCAK1	O15075	ENSG00000133083	13	35768651	36131306
DCLK3	7826_1	DCLK3	Q9C098	ENSG00000163673	3	36712421	36764349
DCN	2666_53	Bone proteoglycan II	P07585	ENSG00000011465	12	91140483	91183123
DCP1B	12715_30	DCP1B	Q8IZD4	ENSG00000151065	12	1946053	2004535
DCTD	17756_69	DCTD	P32321	ENSG00000129187	4	182890059	182917936
DCTN2	5879_51	Dynactin subunit 2	Q13561	ENSG00000175203	12	57530101	57547331
DCTN6	18311_44	DCTN6	O00399	ENSG00000104671	8	30156296	30183640
DCTPP1	4314_12	XTP3A	Q9H773	ENSG00000179958	16	30423618	30430075
DCUN1D1	17366_6	DCNL1	Q96GG9	ENSG00000043093	3	182938073	182985953
DCUN1D2	19511_8	DCNL2	Q6PH85	ENSG00000150401	13	113455818	113490952
DCUN1D3	13553_4	DCNL3	Q8IWE4	ENSG00000188215	16	20854924	20900384
DCUN1D5	8760_10	DCNL5	Q9BTE7	ENSG00000137692	11	103062075	103092215
DCXR	17758_79	DCXR	Q7Z4W1	ENSG00000169738	17	82035135	82037732
DDAH1	19392_6	DDAH1	O94760	ENSG00000153904	1	85318480	85578363
DDC	3538_26	dopa decarboxylase	P20711	ENSG00000132437	7	50458435	50565457
DDIT3	19119_10	DDIT3	P35638	ENSG00000175197	12	57516587	57520517
DDIT4	17817_22	DDIT4	Q9NX09	ENSG00000168209	10	72273919	72276036
DDOST	17161_1	OST48	P39656	ENSG00000244038	1	20651766	20661544
DDR1	4122_12	discoidin domain receptor 1	Q08345	ENSG00000204580	6	30876420	30900156
DDR2	15381_45	Discoidin domain receptor 2	Q16832	ENSG00000162733	1	162631372	162787400
DDT	19237_17	D-dopachrome decarboxylase	P30046	ENSG00000099977	22	23971364	23980469
DDX19A	18813_15	DD19A	Q9NUU7	ENSG00000168872	16	70346828	70373383
DDX19B	5460_60	DEAD-box protein 19B	Q9UMR2	ENSG00000157349	16	70289662	70335283
DDX23	13946_8	DDX23	Q9BUQ8	ENSG00000174243	12	48829763	48852842
DDX25	13984_23	DDX25	Q9UHL0	ENSG00000109832	11	125903347	125943702
DDX39B	9742_59	BAT1	Q13838	ENSG00000198563	6	31530218	31542448
DDX46	14216_35	DDX46	Q7L014	ENSG00000145833	5	134758770	134855133
DDX58	12382_2	DDX58	O95786	ENSG00000107201	9	32455704	32526324
DDX6	12869_68	DDX6	P26196	ENSG00000269612	11	118747765	118791149
DEAF1	6369_82	DEAF1	O75398	ENSG00000177030	11	644232	706715
DECR1	12687_2	DECR	Q16698	ENSG00000104325	8	90001404	90052092
DECR2	18343_10	DECR2	Q9NUI1	ENSG00000274296	16	401825	412487
DEF6	14090_23	DEFI6	Q9H4E7	ENSG00000023892	6	35297851	35321771
DEFA1	19579_5	HNP-1	P59665	ENSG00000206047	8	6977649	6980092
DEFA5	16785_45	HD-5	Q01523	ENSG00000164816	8	7055303	7056734
DEFB1	6629_3	HBD-1	P60022	ENSG00000164825	8	6870574	6878022
DEFB103A	5679_16	HBD-3	P81534	ENSG00000177243	8	7428888	7430348
DEFB104A	5763_67	HBD-4	Q8WTQ1	ENSG00000177023	8	7836470	7841242
DEFB106A	5664_57	D106A	Q8N104	ENSG00000187082	8	7825171	7829053
DEFB107A	6399_52	D107A	Q8IZN7	ENSG00000198129	8	7811719	7815716
DEFB108B	5611_56	D108B	Q8NET1	ENSG00000184276	11	71833199	71837710
DEFB110	8340_9	DB110	Q30KQ9	ENSG00000203970	6	50009137	50021981
DEFB112	5689_1	DB112	Q30KQ8	ENSG00000180872	6	50043574	50048651
DEFB113	13374_4	DB113	Q30KQ7	ENSG00000214642	6	49968676	49969625
DEFB115	8391_12	DB115	Q30KQ5	ENSG00000215547	20	31257663	31259632
DEFB116	11144_10	DB116	Q30KQ4	ENSG00000215545	20	31303211	31308585
DEFB118	9306_7	DB118	Q96PH6	ENSG00000131068	20	31368617	31373923
DEFB119	8315_5	DB119	Q8N690	ENSG00000180483	20	31377163	31390603
DEFB121	5765_53	DB121	Q5J5C9	ENSG00000204548	20	31404844	31412838
DEFB125	9486_13	DB125	Q8N687	ENSG00000178591	20	87249	97094
DEFB128	6360_7	DB128	Q7Z7B8	ENSG00000185982	20	187852	189681
DEFB129	8347_222	DB129	Q9H1M3	ENSG00000125903	20	227257	229886
DEFB132	9022_49	DB132	Q7Z7B7	ENSG00000186458	20	257735	261096
DEFB135	6411_58	DB135	Q30KP9	ENSG00000205883	8	11982320	11984590
DEFB136	9332_6	DB136	Q30KP8	ENSG00000205884	8	11973936	11974599
DEFB4A	13397_88	HBD-2	O15263	ENSG00000171711	8	7894628	7896711
DENR	19287_59	DENR	O43583	ENSG00000139726	12	122752773	122771064
DEPP	7178_59	DEPP	Q9NTK1	ENSG00000165507	10	44970981	44978809
DERL1	13393_46	DERL1	Q9BUN8	ENSG00000136986	8	123013163	123042423
DES	12030_82	Desmin	P17661	ENSG00000175084	2	219418376	219426739
DGCR14	11356_19	DGC14	Q96DF8	ENSG00000100056	22	19130279	19144684
DGCR2	8055_33	IDD	P98153	ENSG00000070413	22	19036281	19122454
DGCR6	9444_70	DGCR6	Q14129	ENSG00000183628	22	18906027	18914238
DGKB	12895_28	DGKB	Q9Y6T7	ENSG00000136267	7	14145048	14974777
DHFR	9823_2	DYR	P00374	ENSG00000228716	5	80626227	80654983
DHH	4389_2	DHH	O43323	ENSG00000139549	12	49089420	49094819
DHPS	9856_22	DHYS	P49366	ENSG00000095059	19	12675716	12681902
DHRS9	17467_1	DHRS9	Q9BPW9	ENSG00000073737	2	169064788	169096167
DHX38	13645_14	PRP16	Q92620	ENSG00000140829	16	72093561	72112912
DHX58	14012_17	LGP2	Q96C10	ENSG00000108771	17	42101403	42112733
DHX8	11601_26	DHX8	Q14562	ENSG00000067596	17	43483864	43544463
DHX9	10527_22	DHX9	Q08211	ENSG00000135829	1	182839368	182887751
DIABLO	3122_6	SMAC	Q9NR28	ENSG00000184047	12	122207661	122227534
DIDO1	14329_4	DIDO1	Q9BTC0	ENSG00000101191	20	62877737	62937952
DIMT1	12694_28	DIM1	Q9UNQ2	ENSG00000086189	5	62387253	62403939
DIRAS1	17793_4	DIRA1	O95057	ENSG00000176490	19	2714566	2721418
DIRAS3	12406_119	ARHI	O95661	ENSG00000162595	1	68045961	68051631
DIXDC1	13441_30	DIXC1	Q155Q3	ENSG00000262277	11	111927143	112022584
DKK1	3535_84	DKK1	O94907	ENSG00000107984	10	52314295	52318042
DKK2	15678_71	DKK2	Q9UBU2	ENSG00000155011	4	106921801	107283806
DKK3	3607_71	DKK3	Q9UBP4	ENSG00000050165	11	11963105	12009769
DKK4	3365_7	Dkk-4	Q9UBT3	ENSG00000104371	8	42374067	42377232
DKKL1	16309_30	Soggy-1	Q9UK85	ENSG00000104901	19	49361782	49375116
DLD	15527_90	DLDH	P09622	ENSG00000091140	7	107890969	107931730
DLG2	19620_16	DLG2	Q15700	ENSG00000150672	11	83455011	85627922
DLG3	7897_75	DLG3	Q92796	ENSG00000082458	X	70444835	70505490
DLG4	8070_88	DLG4	P78352	ENSG00000132535	17	7189889	7219702
DLK1	6373_54	DLK1	P80370	ENSG00000185559	14	100725704	100738224
DLK1	6496_60	DLK1	P80370	ENSG00000185559	14	100725704	100738224
DLK1	8380_244	DLK1	P80370	ENSG00000185559	14	100725704	100738224
DLK2	9359_9	EGFL9	Q6UY11	ENSG00000171462	6	43450351	43456632
DLL1	5349_69	DLL1	O00548	ENSG00000198719	6	170282205	170306565
DLL3	9974_8	DLL3	Q9NYJ7	ENSG00000090932	19	39498894	39508481
DLL4	3305_6	DLL4	Q9NR61	ENSG00000128917	15	40929339	40939072
DLX3	11422_2	DLX3	O60479	ENSG00000064195	17	49990004	49995224
DLX4	11910_27	DLX4	Q92988	ENSG00000108813	17	49968969	49974959
DMBT1	19212_4	DMBT1	Q9UGM3	ENSG00000187908	10	122560664	122643736
DMKN	8535_102	Dermokine	Q6E0U4	ENSG00000161249	19	35497219	35513658
DMKN	5963_9	Dermokine	Q6E0U4	ENSG00000161249	19	35497219	35513658
DNAI1	11396_39	DNAI1	Q9UI46	ENSG00000122735	9	34457413	34520989
DNAJA2	11582_63	DNJA2	O60884	ENSG00000069345	16	46955361	46973788
DNAJA4	9744_139	DNJA4	Q8WW22	ENSG00000140403	15	78264085	78282196
DNAJB1	3852_19	HSP 40	P25685	ENSG00000132002	19	14514769	14529770
DNAJB11	7110_2	DJB11	Q9UBS4	ENSG00000090520	3	186567402	186585800
DNAJB12	8006_12	DJB12	Q9NXW2	ENSG00000148719	10	72332829	72355230
DNAJB14	8053_16	DJB14	Q8TBM8	ENSG00000164031	4	99896247	99946726
DNAJB2	11438_6	DNJB2	P25686	ENSG00000135924	2	219279266	219286900
DNAJB4	18884_22	DNJB4	Q9UDY4	ENSG00000162616	1	77979174	78017964
DNAJB6	11606_22	DNJB6	O75190	ENSG00000105993	7	157335380	157417439
DNAJB9	11214_40	DNJB9	Q9UBS3	ENSG00000128590	7	108569567	108574850
DNAJC10	8297_8	DJC10	Q8IXB1	ENSG00000077232	2	182716040	182794464
DNAJC11	9783_75	DJC11	Q9NVH1	ENSG00000007923	1	6634167	6701924
DNAJC15	7197_2	DJC15	Q9Y5T4	ENSG00000120675	13	43023202	43114224
DNAJC16	10454_99	DJC16	Q9Y2G8	ENSG00000116138	1	15526812	15592379
DNAJC17	14655_1	DJC17	Q9NVM6	ENSG00000104129	15	40765154	40807478
DNAJC18	8033_1	DJC18	Q9H819	ENSG00000170464	5	139408587	139444491
DNAJC19	4545_53	DnaJ homolog	Q96DA6	ENSG00000205981	3	180983708	180989774
DNAJC27	12799_65	DJC27	Q9NZQ0	ENSG00000115137	2	24943635	24972094
DNAJC30	7866_11	DJC30	Q96LL9	ENSG00000261940	7	73680968	73683453
DNAJC4	8653_132	DNJC4	Q9NNZ3	ENSG00000110011	11	64230277	64234286
DNAJC4	8016_19	DNJC4	Q9NNZ3	ENSG00000110011	11	64230277	64234286
DNASE1L2	6324_11	DNSL2	Q92874	ENSG00000167968	16	2235815	2238711
DNASE2B	6533_20	DNS2B	Q8WZ79	ENSG00000137976	1	84398531	84415018
DNER	9769_48	DNER	Q8NFT8	ENSG00000187957	2	229357628	229714558
DNER	11442_1	DNER	Q8NFT8	ENSG00000187957	2	229357628	229714558
DNM2	11572_4	DYN2	P50570	ENSG00000079805	19	10718078	10833488
DNMT3L	19142_39	DNM3L	Q9UJW3	ENSG00000142182	21	44246338	44262216
DOC2B	7997_118	DOC2B	Q14184	ENSG00000187939	17	142788	181636
DOCK9	14002_18	DOCK9	Q9BZ29	ENSG00000088387	13	98793428	99086625
DOK1	16831_7	DOK1	Q99704	ENSG00000115325	2	74549025	74557554
DOK2	19578_19	DOK2	O60496	ENSG00000147443	8	21908872	21913860
DOK2	14246_50	DOK2	O60496	ENSG00000147443	8	21908872	21913860
DOS	9123_18	DOS	Q8N350	ENSG00000099625	19	1228287	1238027
DOT1L	12692_56	DOT1L	Q8TEK3	ENSG00000104885	19	2164148	2232578
DPEP1	8794_13	DPEP1	P16444	ENSG00000015413	16	89613307	89638456
DPEP2	8327_26	DPEP2	Q9H4A9	ENSG00000167261	16	67987393	68000586
DPP10	7890_68	DPP10	Q8N608	ENSG00000175497	2	114442298	115845752
DPP4	15460_9	CD26	P27487	ENSG00000197635	2	161992240	162074542
DPP7	8346_9	DPP2	Q9UHL4	ENSG00000176978	9	137110541	137115177
DPT	4979_34	DERM	Q07507	ENSG00000143196	1	168695458	168729264
DPY30	13943_38	DPY30	Q9C005	ENSG00000162961	2	31867808	32039812
DPYSL2	13567_1	DPYL2	Q16555	ENSG00000092964	8	26514021	26658178
DPYSL3	12707_26	DPYL3	Q14195	ENSG00000113657	5	147390810	147510056
DPYSL5	12683_156	DPYL5	Q9BPU6	ENSG00000157851	2	26847746	26950351
DRAXIN	7084_1	DRAXI	Q8NBI3	ENSG00000162490	1	11691728	11725857
DRG1	17849_6	DRG1	Q9Y295	ENSG00000185721	22	31399522	31530634
DRGX	8034_6	DRGX	A6NNA5	ENSG00000165606	10	49364180	49396016
DSC1	10882_12	Desmocollin-1	Q08554	ENSG00000134765	18	31129235	31162856
DSC2	13126_52	DSC2	Q02487	ENSG00000134755	18	31058839	31102415
DSC3	4981_6	DSC3	Q14574	ENSG00000134762	18	30990007	31042815
DSCAM	9175_48	DSCAM	O60469	ENSG00000171587	21	40010998	40847139
DSCAML1	18886_28	DSCL1	Q8TD84	ENSG00000177103	11	117427772	117817525
DSG1	2976_58	Desmoglein-1	Q02413	ENSG00000134760	18	31318088	31357029
DSG2	9484_75	Desmoglein-2	Q14126	ENSG00000046604	18	31498042	31549008
DSG3	16317_20	Desmoglein-3	P32926	ENSG00000134757	18	31447794	31478702
DSTN	18883_4	DEST	P60981	ENSG00000125868	20	17569862	17609919
DTD1	19194_9	Histidyl-tRNA synthetase-related	Q8TEA8	ENSG00000125821	20	18567452	18763917
DTD2	18280_29	DTD2	Q96FN9	ENSG00000129480	14	31446035	31457510
DTX1	11430_49	DTX1	Q86Y01	ENSG00000135144	12	113056708	113098028
DTX3L	11643_73	DTX3L	Q8TDB6	ENSG00000163840	3	122564237	122575203
DTYMK	19504_22	KTHY	P23919	ENSG00000168393	2	241675741	241686991
DUS2	13506_10	DUS2L	Q9NX74	ENSG00000167264	16	67987745	68079320
DUSP15	12838_28	DUS15	Q9H1R2	ENSG00000149599	20	31847636	31870747
DUSP16	14631_22	DUS16	Q9BY84	ENSG00000111266	12	12474209	12562383
DUSP23	17326_44	DUS23	Q9BVJ7	ENSG00000158716	1	159780931	159782543
DUSP26	8967_6	DUS26	Q9BV47	ENSG00000133878	8	33591331	33600106
DUSP28	9940_35	DUS28	Q4G0W2	ENSG00000188542	2	240560053	240564014
DUSP3	3480_7	DUS3	P51452	ENSG00000108861	17	43766120	43778988
DUSP4	10035_6	DUS4	Q13115	ENSG00000120875	8	29333063	29350668
DUSP6	12341_8	DUS6	Q16828	ENSG00000139318	12	89347231	89353271
DUT	9995_6	DUT	P33316	ENSG00000128951	15	48331010	48343373
DVL2	13575_40	DVL2	O14641	ENSG00000004975	17	7225340	7234545
DYNLL1	3881_49	DLC8	P63167	ENSG00000088986	12	120469849	120498493
DYNLL2	11493_169	DYL2	Q96FJ2	ENSG00000121083	17	58083414	58095536
DYNLRB1	3845_51	DLRB1	Q9NP97	ENSG00000125971	20	34516408	34540958
DYNLRB2	17827_53	DLRB2	Q8TF09	ENSG00000168589	16	80540733	80550760
DYNLT1	14331_262	DYLT1	P63172	ENSG00000146425	6	158636473	158644739
DYNLT3	12867_40	DYLT3	P51808	ENSG00000165169	X	37836757	37847571
DYRK3	4359_87	DYRK3	O43781	ENSG00000143479	1	206635535	206684419
EBAG9	19323_1	RCAS1	O00559	ENSG00000147654	8	109539710	109565996
EBI3	10851_77	IL27B	Q14213	ENSG00000105246	19	4229497	4237531
ECE1	8767_44	Endothelin-converting enzyme 1	P42892	ENSG00000117298	1	21217246	21345504
ECEL1	7076_17	ECEL1	O95672	ENSG00000171551	2	232479826	232487828
ECH1	12662_82	ECH1	Q13011	ENSG00000104823	19	38815421	38832005
ECHS1	17787_1	Enoyl-CoA hydratase	P30084	ENSG00000127884	10	133362479	133373689
ECI2	12859_33	PECI	O75521	ENSG00000198721	6	4115688	4135597
ECM1	3366_51	ECM1	Q16610	ENSG00000143369	1	150508061	150513789
EDA	2826_53	EDA	Q92838	ENSG00000158813	X	69616067	70039472
EDA	14024_196	EDA	Q92838	ENSG00000158813	X	69616067	70039472
EDA2R	3083_71	XEDAR	Q9HAV5	ENSG00000131080	X	66595637	66639298
EDAR	2977_7	EDAR	Q9UNE0	ENSG00000135960	2	108894470	108989372
EDC4	13066_42	EDC4	Q6P2E9	ENSG00000038358	16	67873022	67884503
EDDM3A	9536_16	EP3A	Q14507	ENSG00000181562	14	20745891	20748380
EDDM3B	7782_34	EP3B	P56851	ENSG00000181552	14	20768426	20770948
EDF1	12415_122	EDF1	O60869	ENSG00000107223	9	136862118	136866286
EDIL3	9360_33	EDIL3	O43854	ENSG00000164176	5	83940553	84384793
EDN1	6495_14	Endothelin 1	P05305	ENSG00000078401	6	12290362	12297194
EDN2	12574_36	Endothelin 2	P20800	ENSG00000127129	1	41478774	41484673
EDN3	15383_200	Endothelin 3	P14138	ENSG00000124205	20	59300426	59325992
EEA1	14043_12	EEA1	Q15075	ENSG00000102189	12	92770636	92929331
EEF1B2	5882_34	EF-1-beta	P24534	ENSG00000114942	2	206159584	206162928
EEF1D	17826_341	EF1D	P29692	ENSG00000104529	8	143579696	143599541
EEF2K	12332_7	EF2K	O00418	ENSG00000103319	16	22206281	22288732
EFCAB14	10830_5	K0494	O75071	ENSG00000159658	1	46675158	46719064
EFEMP1	8480_29	FBLN3	Q12805	ENSG00000115380	2	55865966	55924139
EFHA1	6226_69	EFHA1	Q8IYU8	ENSG00000165487	13	21492691	21604181
EFHA2	6912_6	EFHA2	Q86XE3	ENSG00000155970	8	17027238	17122642
EFHD1	19616_100	EFHD1	Q9BUP0	ENSG00000115468	2	232606056	232682781
EFNA2	14124_6	Ephrin-A2	O43921	ENSG00000099617	19	1286153	1300237
EFNA3	14153_8	Ephrin-A3	P52797	ENSG00000143590	1	155078871	155087538
EFNA4	2614_28	Ephrin-A4	P52798	ENSG00000243364	1	155063730	155069553
EFNA5	2615_60	Ephrin-A5	P52803	ENSG00000184349	5	107376888	107670895
EFNB1	13104_32	EFNB1	P98172	ENSG00000090776	X	68829021	68842160
EFNB2	14131_37	EFNB2	P52799	ENSG00000125266	13	106489730	106535114
EFNB2	8772_5	EFNB2	P52799	ENSG00000125266	13	106489730	106535114
EFNB3	7785_1	Ephrin-B3	Q15768	ENSG00000108947	17	7705201	7711378
EFNB3	2514_65	Ephrin-B3	Q15768	ENSG00000108947	17	7705201	7711378
EFS	12572_236	EFS	O43281	ENSG00000100842	14	23356401	23365752
EGF	5509_7	EGF	P01133	ENSG00000138798	4	109912883	110012266
EGFL6	17454_15	EGFL6	Q8IUX8	ENSG00000198759	X	13569601	13633575
EGFLAM	12338_27	EGFLA	Q63HQ2	ENSG00000164318	5	38258408	38465021
EGFR	2677_1	ERBB1	P00533	ENSG00000146648	7	55019020	55211628
EGLN1	9901_28	EGLN1	Q9GZT9	ENSG00000135766	1	231363750	231425044
EHBP1	12813_18	EHBP1	Q8NDI1	ENSG00000115504	2	62673850	63046487
EHD4	11421_10	EHD4	Q9H223	ENSG00000103966	15	41895938	41972578
EHF	13387_55	EHF	Q9NZC4	ENSG00000135373	11	34621092	34661057
EHMT2	5843_60	NG36	Q96KQ7	ENSG00000236759	6	31879758	31897687
EID3	8079_39	EID3	Q8N140	ENSG00000255150	12	104303738	104305205
EIF1AD	13545_97	EIF1A	Q8N9N8	ENSG00000175376	11	65996544	66002176
EIF1AX	9850_38	IF1AX	P47813	ENSG00000173674	X	20124525	20141838
EIF1AY	19224_5	IF1AY	O14602	ENSG00000198692	X	20575776	20593154
EIF1B	12701_1	EIF1B	O60739	ENSG00000114784	3	40309683	40312424
EIF2AK4	14284_23	E2AK4	Q9P2K8	ENSG00000128829	15	39934145	40035591
EIF2B1	10080_9	EI2BA	Q14232	ENSG00000111361	12	123620405	123633766
EIF2S1	19259_176	IF2A	P05198	ENSG00000134001	14	67359996	67386516
EIF3G	11454_87	EIF3G	O75821	ENSG00000130811	19	10115016	10119918
EIF3J	13497_34	EIF3J	O75822	ENSG00000104131	15	44537056	44563029
EIF4A1	18829_4	IF4A1	P60842	ENSG00000161960	17	7572705	7579005
EIF4A2	18824_7	IF4A2	Q14240	ENSG00000156976	3	186783204	186789900
EIF4A3	4997_19	IF4A3	P38919	ENSG00000141543	17	80135213	80147183
EIF4B	14675_20	IF4B	P23588	ENSG00000063046	12	53006157	53042209
EIF4E	19263_147	IF4E	P06730	ENSG00000151247	4	98871683	98930637
EIF4E2	9745_20	IF4E2	O60573	ENSG00000135930	2	232550051	232583644
EIF4EBP1	17372_5	4EBP1	Q13541	ENSG00000187840	8	38030340	38060365
EIF4EBP2	4184_43	4EBP2	Q13542	ENSG00000148730	10	70404378	70428618
EIF4EBP3	18859_7	4EBP3	O60516	ENSG00000243056	5	140547665	140549578
EIF4G2	4230_1	IF4G2	P78344	ENSG00000110321	11	10797049	10809110
EIF4G3	13991_47	IF4G3	O43432	ENSG00000075151	1	20806291	21176888
EIF4H	5885_55	eIF-4H	Q15056	ENSG00000106682	7	74174244	74197101
EIF5	2612_5	eIF-5	P55010	ENSG00000100664	14	103333543	103345025
EIF5A	5888_29	eIF-5A-1	P63241	ENSG00000132507	17	7306998	7312463
EIF5A2	11355_10	IF5A2	Q9GZV4	ENSG00000163577	3	170888414	170908693
ELANE	13671_40	Elastase	P08246	ENSG00000277571	19	851013	856247
ELAVL1	11592_1	ELAV1	Q15717	ENSG00000066044	19	7958578	8005659
ELF5	13457_33	ELF5	Q9UKW6	ENSG00000135374	11	34478792	34513805
ELK1	10006_25	ELK1	P19419	ENSG00000126767	X	47635521	47650604
ELK3	5707_55	ELK3	P41970	ENSG00000111145	12	96194381	96269835
ELL	11459_81	ELL	P55199	ENSG00000105656	19	18442662	18522127
ELL2	11494_4	ELL2	O00472	ENSG00000118985	5	95885097	95962071
